"rules","support","confidence","lift","count"
"{gear,fires,drag} => {guards}",0.211764705882353,0.9,2.18571428571429,18
"{fires,drag,scans} => {guards}",0.211764705882353,0.9,2.18571428571429,18
"{dozen,rushing} => {guards}",0.223529411764706,0.863636363636364,2.0974025974026,19
"{ends,rushing} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{remain,charges} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{races,backwards} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{footsteps,drag} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{charges,drag} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{exhausted,roar,terrified} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{bullet,fires,drag} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{punches,forces,drag} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
"{gear,fires,knocking} => {guards}",0.211764705882353,0.857142857142857,2.08163265306122,18
